"Phlox nivalis","Phlox","","nivalis",NA,NA,"","","tro-25800418",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","nivalis","","","Lodd.","tro-25800418","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox oklahomensis","Phlox","","oklahomensis",NA,NA,"","","tro-25800421",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","oklahomensis","","","Wherry","tro-25800421","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox opalensis","Phlox","","opalensis",NA,NA,"","","kew-2566061",TRUE,"1.1","Unresolved","Polemoniaceae","Phlox","","opalensis","","","Dorn","kew-2566061","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phlox paniculata","Phlox","","paniculata",NA,NA,"","","tro-25800423",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox pattersonii","Phlox","","pattersonii",NA,NA,"","","tro-50337553",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","pattersonii","","","Prather","tro-50337553","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox pilosa","Phlox","","pilosa",NA,NA,"","","tro-25800424",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","pilosa","","","L.","tro-25800424","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox pulcherrima","Phlox","","pulcherrima",NA,NA,"","","tro-25800886",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","pulcherrima","","","(Lundell) Lundell","tro-25800886","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox pulchra","Phlox","","pulchra",NA,NA,"","","kew-2565976",TRUE,"1.1","Unresolved","Polemoniaceae","Phlox","","pulchra","","","(Wherry) Wherry","kew-2565976","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phlox pulvinata","Phlox","","pulvinata",NA,NA,"","","tro-25800433",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","pulvinata","","","(Wherry) Cronquist","tro-25800433","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox pungens","Phlox","","pungens",NA,NA,"","","tro-25800890",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","pungens","","","Dorn","tro-25800890","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox roemeriana","Phlox","","roemeriana",NA,NA,"","","tro-25800434",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","roemeriana","","","Scheele","tro-25800434","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox sibirica","Phlox","","sibirica",NA,NA,"","","tro-25800435",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","sibirica","","","L.","tro-25800435","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox stansburyi","Phlox","","stansburyi",NA,NA,"","","tro-25800630",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","stansburyi","","","(Torr.) A. Heller","tro-25800630","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox stolonifera","Phlox","","stolonifera",NA,NA,"","","tro-25800440",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","stolonifera","","","Sims","tro-25800440","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox subulata","Phlox","","subulata",NA,NA,"","","tro-25800441",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","subulata","","","L.","tro-25800441","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox tenuifolia","Phlox","","tenuifolia",NA,NA,"","","tro-25800445",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","tenuifolia","","","E.E. Nelson","tro-25800445","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox viscida","Phlox","","viscida",NA,NA,"","","tro-25800449",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","viscida","","","E.E. Nelson","tro-25800449","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlox woodhousei","Phlox","","woodhousei",NA,NA,"","","tro-25800450",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","woodhousei","","","(A. Gray) E.E. Nelson","tro-25800450","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phlyctidocarpa flava","Phlyctidocarpa","","flava",NA,NA,"","","tro-1701680",TRUE,"1.1","Accepted","Apiaceae","Phlyctidocarpa","","flava","","","Cannon & W.L. Theob.","tro-1701680","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebanthus grandiflorus","Phoebanthus","","grandiflorus",NA,NA,"","","gcc-139533",TRUE,"1.1","Accepted","Compositae","Phoebanthus","","grandiflorus","","","(Torr. & A.Gray) S.F.Blake","gcc-139533","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebanthus tenuifolius","Phoebanthus","","tenuifolius",NA,NA,"","","gcc-18444",TRUE,"1.1","Accepted","Compositae","Phoebanthus","","tenuifolius","","","(Torr. & A.Gray) S.F.Blake","gcc-18444","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe angustifolia","Phoebe","","angustifolia",NA,NA,"","","tro-17800948",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","angustifolia","","","Meisn.","tro-17800948","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe chekiangensis","Phoebe","","chekiangensis",NA,NA,"","","tro-50333921",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","chekiangensis","","","P.T. Li","tro-50333921","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe cuneata","Phoebe","","cuneata",NA,NA,"","","kew-2531390",TRUE,"1.1","Unresolved","Lauraceae","Phoebe","","cuneata","","","Blume","kew-2531390","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phoebe elliptica","Phoebe","","elliptica",NA,NA,"","","kew-2531393",TRUE,"1.1","Unresolved","Lauraceae","Phoebe","","elliptica","","","(Blume) Blume","kew-2531393","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phoebe excelsa","Phoebe","","excelsa",NA,NA,"","","tro-17800966",TRUE,"1.1","Synonym","Lauraceae","Persea","","excelsa","","","(Blume) Kosterm.","tro-17803391","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe faberi","Phoebe","","faberi",NA,NA,"","","tro-17802311",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","faberi","","","(Hemsl.) Chun             ","tro-17802311","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe formosana","Phoebe","","formosana",NA,NA,"","","tro-17801838",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","formosana","","","(Hayata) Hayata               ","tro-17801838","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe forrestii","Phoebe","","forrestii",NA,NA,"","","tro-17802232",TRUE,"1.1","Synonym","Lauraceae","Machilus","","forrestii","","","(W.W. Sm.) L. Li, J. Li & H.W. Li","tro-100373133","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe glaucifolia","Phoebe","","glaucifolia",NA,NA,"","","tro-50136897",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","glaucifolia","","","S. Lee & F.N. Wei","tro-50136897","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe hunanensis","Phoebe","","hunanensis",NA,NA,"","","tro-17802234",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","hunanensis","","","Hand.-Mazz.","tro-17802234","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe lanceolata","Phoebe","","lanceolata",NA,NA,"","","tro-17800979",TRUE,"1.1","Synonym","Lauraceae","Ocotea","","lancifolia","","","(Schott) Mez","kew-2386112","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe megacalyx","Phoebe","","megacalyx",NA,NA,"","","tro-17805717",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","megacalyx","","","H.W. Li","tro-17805717","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe minutiflora","Phoebe","","minutiflora",NA,NA,"","","tro-17805706",TRUE,"1.1","Synonym","Lauraceae","Machilus","","minutiflora","","","(H.W. Li) L. Li, J. Li & H.W. Li","tro-100373131","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe neurantha","Phoebe","","neurantha",NA,NA,"","","tro-17806700",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","neurantha","","","(Hemsl.) Gamble               ","tro-17806700","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe omeiensis","Phoebe","","omeiensis",NA,NA,"","","kew-2531472",TRUE,"1.1","Unresolved","Lauraceae","Phoebe","","omeiensis","","","R.H.Miao","kew-2531472","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phoebe puwenensis","Phoebe","","puwenensis",NA,NA,"","","tro-17805719",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","puwenensis","","","W.C. Cheng","tro-17805719","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoebe zhennan","Phoebe","","zhennan",NA,NA,"","","tro-17805720",TRUE,"1.1","Accepted","Lauraceae","Phoebe","","zhennan","","","S.K. Lee & F.N. Wei","tro-17805720","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenicaulis cheiranthoides","Phoenicaulis","","cheiranthoides",NA,NA,"","","tro-4101413",TRUE,"1.1","Accepted","Brassicaceae","Phoenicaulis","","cheiranthoides","","","Nutt.","tro-4101413","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenicophorium borsigianum","Phoenicophorium","","borsigianum",NA,NA,"","","kew-152640",TRUE,"1.1","Accepted","Arecaceae","Phoenicophorium","","borsigianum","","","(K.Koch) Stuntz","kew-152640","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix acaulis","Phoenix","","acaulis",NA,NA,"","","kew-152645",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","acaulis","","","Roxb.","kew-152645","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix atlantica","Phoenix","","atlantica",NA,NA,"","","kew-152650",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","atlantica","","","A.Chev.","kew-152650","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix caespitosa","Phoenix","","caespitosa",NA,NA,"","","kew-152654",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","caespitosa","","","Chiov.","kew-152654","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix canariensis","Phoenix","","canariensis",NA,NA,"","","kew-152655",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","canariensis","","","Chabaud","kew-152655","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix environmental","Phoenix","","environmental",NA,NA,"","","",FALSE,"1.1","","","Phoenix","","environmental",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Phoenix loureiroi","Phoenix","","loureiroi",NA,NA,"","","kew-152688",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","loureiroi","","","Kunth","kew-152688","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix paludosa","Phoenix","","paludosa",NA,NA,"","","kew-152694",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","paludosa","","","Roxb.","kew-152694","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix pusilla","Phoenix","","pusilla",NA,NA,"","","kew-152697",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","pusilla","","","Gaertn.","kew-152697","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix reclinata","Phoenix","","reclinata",NA,NA,"","","kew-152699",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","reclinata","","","Jacq.","kew-152699","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix roebelenii","Phoenix","","roebelenii",NA,NA,"","","kew-152704",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","roebelenii","","","O'Brien","kew-152704","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix rupicola","Phoenix","","rupicola",NA,NA,"","","kew-152705",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","rupicola","","","T.Anderson","kew-152705","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix sylvestris","Phoenix","","sylvestris",NA,NA,"","","kew-152708",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","sylvestris","","","(L.) Roxb.","kew-152708","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoenix theophrasti","Phoenix","","theophrasti",NA,NA,"","","kew-152710",TRUE,"1.1","Accepted","Arecaceae","Phoenix","","theophrasti","","","Greuter","kew-152710","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidocarpus macrocarpus","Pholidocarpus","","macrocarpus",NA,NA,"","","kew-152717",TRUE,"1.1","Accepted","Arecaceae","Pholidocarpus","","macrocarpus","","","Becc.","kew-152717","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidocarpus majadum","Pholidocarpus","","majadum",NA,NA,"","","kew-152718",TRUE,"1.1","Accepted","Arecaceae","Pholidocarpus","","majadum","","","Becc.","kew-152718","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidostachys dactyloides","Pholidostachys","","dactyloides",NA,NA,"","","kew-152724",TRUE,"1.1","Accepted","Arecaceae","Pholidostachys","","dactyloides","","","H.E.Moore","kew-152724","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidostachys kalbreyeri","Pholidostachys","","kalbreyeri",NA,NA,"","","kew-152725",TRUE,"1.1","Accepted","Arecaceae","Pholidostachys","","kalbreyeri","","","H.Wendl. ex Burret","kew-152725","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidostachys pulchra","Pholidostachys","","pulchra",NA,NA,"","","kew-152726",TRUE,"1.1","Accepted","Arecaceae","Pholidostachys","","pulchra","","","H.Wendl. ex Burret","kew-152726","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidostachys synanthera","Pholidostachys","","synanthera",NA,NA,"","","kew-152727",TRUE,"1.1","Accepted","Arecaceae","Pholidostachys","","synanthera","","","(Mart.) H.E.Moore","kew-152727","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota articulata","Pholidota","","articulata",NA,NA,"","","kew-152732",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","articulata","","","Lindl.","kew-152732","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota cantonensis","Pholidota","","cantonensis",NA,NA,"","","kew-152743",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","cantonensis","","","Rolfe","kew-152743","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota carnea","Pholidota","","carnea",NA,NA,"","","kew-152744",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","carnea","","","(Blume) Lindl.","kew-152744","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota chinensis","Pholidota","","chinensis",NA,NA,"","","kew-152749",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","chinensis","","","Lindl.","kew-152749","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota clemensii","Pholidota","","clemensii",NA,NA,"","","kew-152750",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","clemensii","","","Ames","kew-152750","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota imbricata","Pholidota","","imbricata",NA,NA,"","","kew-152772",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","imbricata","","","Lindl.","kew-152772","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota longipes","Pholidota","","longipes",NA,NA,"","","kew-152787",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","longipes","","","S.C.Chen & Z.H.Tsi","kew-152787","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota pallida","Pholidota","","pallida",NA,NA,"","","kew-152797",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","pallida","","","Lindl.","kew-152797","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota protracta","Pholidota","","protracta",NA,NA,"","","kew-152803",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","protracta","","","Hook.f.","kew-152803","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholidota yunnanensis","Pholidota","","yunnanensis",NA,NA,"","","kew-152834",TRUE,"1.1","Accepted","Orchidaceae","Pholidota","","yunnanensis","","","Rolfe","kew-152834","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholisma arenarium","Pholisma","","arenarium",NA,NA,"","","tro-18200002",TRUE,"1.1","Accepted","Boraginaceae","Pholisma","","arenarium","","","Nutt. ex Hook.","tro-18200002","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholistoma auritum","Pholistoma","","auritum",NA,NA,"","","tro-16200367",TRUE,"1.1","Accepted","Boraginaceae","Pholistoma","","auritum","","","(Lindl.) Lilja ex Lindbl.","tro-16200367","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholistoma membranaceum","Pholistoma","","membranaceum",NA,NA,"","","tro-16200371",TRUE,"1.1","Accepted","Boraginaceae","Pholistoma","","membranaceum","","","(Benth.) Constance","tro-16200371","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Pholiurus pannonicus","Pholiurus","","pannonicus",NA,NA,"","","kew-433915",TRUE,"1.1","Accepted","Poaceae","Pholiurus","","pannonicus","","","(Host) Trin.","kew-433915","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phonus arborescens","Phonus","","arborescens",NA,NA,"","","gcc-13115",TRUE,"1.1","Synonym","Compositae","Carthamus","","arborescens","","","L.","gcc-114905","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phonus rhiphaeus","Phonus","","rhiphaeus",NA,NA,"","","gcc-110225",TRUE,"1.1","Synonym","Compositae","Carthamus","","rhiphaeus","","","Font Quer & Pau","gcc-86695","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron bolleanum","Phoradendron","","bolleanum",NA,NA,"","","tro-19100410",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","bolleanum","","","(Seem.) Eichler","tro-19100410","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron brachystachyum","Phoradendron","","brachystachyum",NA,NA,"","","kew-2545450",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","brachystachyum","","","(DC.) Nutt.","kew-2545450","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron brevifolium","Phoradendron","","brevifolium",NA,NA,"","","kew-2545426",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","brevifolium","","","Oliv.","kew-2545426","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron californicum","Phoradendron","","californicum",NA,NA,"","","tro-19100414",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","californicum","","","Nutt.","tro-19100414","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron capitellatum","Phoradendron","","capitellatum",NA,NA,"","","tro-19100417",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","capitellatum","","","Torr. ex Trel.","tro-19100417","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron carneum","Phoradendron","","carneum",NA,NA,"","","kew-2545610",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","carneum","","","Urb.","kew-2545610","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron crassifolium","Phoradendron","","crassifolium",NA,NA,"","","kew-2545642",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","crassifolium","","","(Pohl ex DC.) Eichler","kew-2545642","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron forestierae","Phoradendron","","forestierae",NA,NA,"","","kew-2545582",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","forestierae","","","B.L.Rob. & Greenm.","kew-2545582","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron galeottii","Phoradendron","","galeottii",NA,NA,"","","kew-2545557",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","galeottii","","","Trel.","kew-2545557","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron heydeanum","Phoradendron","","heydeanum",NA,NA,"","","tro-19101041",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","heydeanum","","","Trel.","tro-19101041","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron juniperinum","Phoradendron","","juniperinum",NA,NA,"","","tro-19100423",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","juniperinum","","","A. Gray","tro-19100423","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron leucarpum","Phoradendron","","leucarpum",NA,NA,"","","kew-2548198",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","leucarpum","","","(Raf.) Reveal & M.C.Johnst.","kew-2548198","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron longifolium","Phoradendron","","longifolium",NA,NA,"","","kew-2548201",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","longifolium","","","Eichler ex Trel.","kew-2548201","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron minutifolium","Phoradendron","","minutifolium",NA,NA,"","","tro-50147916",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","minutifolium","","","Urb.","tro-50147916","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron nervosum","Phoradendron","","nervosum",NA,NA,"","","kew-2548423",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","nervosum","","","Oliv.","kew-2548423","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron piperoides","Phoradendron","","piperoides",NA,NA,"","","kew-2548310",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","piperoides","","","(Kunth) Trel.","kew-2548310","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron quadrangulare","Phoradendron","","quadrangulare",NA,NA,"","","kew-2873034",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","quadrangulare","","","(Kunth) Griseb.","kew-2873034","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron reichenbachianum","Phoradendron","","reichenbachianum",NA,NA,"","","kew-2548339",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","reichenbachianum","","","(Seem.) Oliv.","kew-2548339","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron rhipsalinum","Phoradendron","","rhipsalinum",NA,NA,"","","tro-50071220",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","rhipsalinum","","","Rzed.","tro-50071220","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron robinsonii","Phoradendron","","robinsonii",NA,NA,"","","kew-2548214",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","robinsonii","","","Urb.","kew-2548214","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron robustissimum","Phoradendron","","robustissimum",NA,NA,"","","tro-19100599",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","robustissimum","","","Eichler","tro-19100599","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron scaberrimum","Phoradendron","","scaberrimum",NA,NA,"","","kew-2548177",TRUE,"1.1","Synonym","Santalaceae","Phoradendron","","longifolium","","","Eichler ex Trel.","kew-2548201","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron sulfuratum","Phoradendron","","sulfuratum",NA,NA,"","","kew-2548077",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","sulfuratum","","","Rizzini","kew-2548077","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron tamaulipense","Phoradendron","","tamaulipense",NA,NA,"","","kew-2548092",TRUE,"1.1","Synonym","Santalaceae","Phoradendron","","quadrangulare","","","(Kunth) Griseb.","kew-2873034","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron trinervium","Phoradendron","","trinervium",NA,NA,"","","kew-2548071",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","trinervium","","","(Lam.) Griseb.","kew-2548071","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron velutinum","Phoradendron","","velutinum",NA,NA,"","","tro-50208079",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","velutinum","","","(DC.) Oliv.","tro-50208079","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron vernicosum","Phoradendron","","vernicosum",NA,NA,"","","kew-2547962",TRUE,"1.1","Synonym","Santalaceae","Phoradendron","","wattii","","","Krug & Urb.","kew-2547972","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phoradendron villosum","Phoradendron","","villosum",NA,NA,"","","tro-19100436",TRUE,"1.1","Accepted","Santalaceae","Phoradendron","","villosum","","","(Nutt.) Nutt. ex Engelm.","tro-19100436","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phormium cookianum","Phormium","","cookianum",NA,NA,"","","kew-284039",TRUE,"1.1","Synonym","Xanthorrhoeaceae","Phormium","","colensoi","","","Hook.f.","kew-284212","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phormium tenax","Phormium","","tenax",NA,NA,"","","kew-284248",TRUE,"1.1","Accepted","Xanthorrhoeaceae","Phormium","","tenax","","","J.R.Forst. & G.Forst.","kew-284248","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia benthamiana","Photinia","","benthamiana",NA,NA,"","","rjp-6799",TRUE,"1.1","Accepted","Rosaceae","Photinia","","benthamiana","","","Hance","rjp-6799","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia berberidifolia","Photinia","","berberidifolia",NA,NA,"","","rjp-6789",TRUE,"1.1","Accepted","Rosaceae","Photinia","","berberidifolia","","","Rehder & E.H.Wilson","rjp-6789","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia blinii","Photinia","","blinii",NA,NA,"","","rjp-6798",TRUE,"1.1","Accepted","Rosaceae","Photinia","","blinii","","","(H.L‚v.) Rehder","rjp-6798","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia chihsiniana","Photinia","","chihsiniana",NA,NA,"","","rjp-6512",TRUE,"1.1","Accepted","Rosaceae","Photinia","","chihsiniana","","","K.C.Kuan","rjp-6512","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia davidsoniae","Photinia","","davidsoniae",NA,NA,"","","rjp-1907",TRUE,"1.1","Synonym","Rosaceae","Photinia","","bodinieri","","","H.L‚v.","rjp-1904","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia elliptica","Photinia","","elliptica",NA,NA,"","","rjp-25111",TRUE,"1.1","Unresolved","Rosaceae","Photinia","","elliptica","","","G.Nicholson","rjp-25111","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Photinia fokienensis","Photinia","","fokienensis",NA,NA,"","","rjp-6792",TRUE,"1.1","Accepted","Rosaceae","Photinia","","fokienensis","","","(Finet & Franch.) Franch. ex Cardot","rjp-6792","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia glabra","Photinia","","glabra",NA,NA,"","","rjp-5842",TRUE,"1.1","Accepted","Rosaceae","Photinia","","glabra","","","(Thunb.) Maxim.","rjp-5842","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia glomerata","Photinia","","glomerata",NA,NA,"","","rjp-1911",TRUE,"1.1","Accepted","Rosaceae","Photinia","","glomerata","","","Rehder & E.H.Wilson","rjp-1911","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia hirsuta","Photinia","","hirsuta",NA,NA,"","","rjp-6522",TRUE,"1.1","Accepted","Rosaceae","Photinia","","hirsuta","","","Hand.-Mazz.","rjp-6522","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia impressivena","Photinia","","impressivena",NA,NA,"","","rjp-6795",TRUE,"1.1","Accepted","Rosaceae","Photinia","","impressivena","","","Hayata","rjp-6795","Accepted",FALSE,FALSE,FALSE,2017-05-11
