"Phylica disticha","Phylica","","disticha",NA,NA,"","","tro-27500557",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","disticha","","","Eckl. & Zeyh.","tro-27500557","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica dodii","Phylica","","dodii",NA,NA,"","","tro-27500560",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","dodii","","","N.E. Br.","tro-27500560","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica emirnensis","Phylica","","emirnensis",NA,NA,"","","tro-27500438",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","emirnensis","","","(Tul.) Pillans","tro-27500438","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica empetroides","Phylica","","empetroides",NA,NA,"","","kew-2544273",TRUE,"1.1","Unresolved","Rhamnaceae","Phylica","","empetroides","","","Eckl. & Zeyh.","kew-2544273","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phylica ericoides","Phylica","","ericoides",NA,NA,"","","tro-27500564",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","ericoides","","","L.","tro-27500564","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica excelsa","Phylica","","excelsa",NA,NA,"","","tro-27500576",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","excelsa","","","J.C. Wendl.","tro-27500576","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica floribunda","Phylica","","floribunda",NA,NA,"","","tro-27500584",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","floribunda","","","Pillans","tro-27500584","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica fourcadei","Phylica","","fourcadei",NA,NA,"","","tro-27500585",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","fourcadei","","","Pillans","tro-27500585","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica fruticosa","Phylica","","fruticosa",NA,NA,"","","tro-27500586",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","fruticosa","","","Schltr.","tro-27500586","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica gnidioides","Phylica","","gnidioides",NA,NA,"","","tro-27500589",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","gnidioides","","","Eckl. & Zeyh.","tro-27500589","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica gracilis","Phylica","","gracilis",NA,NA,"","","tro-27500590",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","gracilis","","","(Eckl. & Zeyh.) D. Dietr.","tro-27500590","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica harveyi","Phylica","","harveyi",NA,NA,"","","tro-27500593",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","harveyi","","","Pillans","tro-27500593","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica humilis","Phylica","","humilis",NA,NA,"","","tro-27500596",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","humilis","","","Sond.","tro-27500596","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica imberbis","Phylica","","imberbis",NA,NA,"","","tro-27500597",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","imberbis","","","P.J. Bergius","tro-27500597","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica incurvata","Phylica","","incurvata",NA,NA,"","","tro-27500605",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","incurvata","","","Pillans","tro-27500605","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica intrusa","Phylica","","intrusa",NA,NA,"","","tro-27500607",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","intrusa","","","Pillans","tro-27500607","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica karroica","Phylica","","karroica",NA,NA,"","","tro-27500608",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","karroica","","","Pillans","tro-27500608","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica keetii","Phylica","","keetii",NA,NA,"","","tro-27500609",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","keetii","","","Pillans","tro-27500609","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica lachneaeoides","Phylica","","lachneaeoides",NA,NA,"","","tro-27500612",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","lachneaeoides","","","Pillans","tro-27500612","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica laevigata","Phylica","","laevigata",NA,NA,"","","tro-27500614",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","laevigata","","","Pillans","tro-27500614","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica laevis","Phylica","","laevis",NA,NA,"","","tro-27500615",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","laevis","","","Steud.","tro-27500615","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica lanata","Phylica","","lanata",NA,NA,"","","tro-27500616",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","lanata","","","Pillans","tro-27500616","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica lasiantha","Phylica","","lasiantha",NA,NA,"","","tro-27500617",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","lasiantha","","","Pillans","tro-27500617","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica lasiocarpa","Phylica","","lasiocarpa",NA,NA,"","","tro-27500618",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","lasiocarpa","","","Sond.","tro-27500618","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica leipoldtii","Phylica","","leipoldtii",NA,NA,"","","tro-27500619",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","leipoldtii","","","Pillans","tro-27500619","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica levynsiae","Phylica","","levynsiae",NA,NA,"","","tro-27500620",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","levynsiae","","","Pillans","tro-27500620","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica litoralis","Phylica","","litoralis",NA,NA,"","","tro-27500622",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","litoralis","","","(Eckl. & Zeyh.) D. Dietr.","tro-27500622","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica lucens","Phylica","","lucens",NA,NA,"","","tro-27500626",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","lucens","","","Pillans","tro-27500626","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica meyeri","Phylica","","meyeri",NA,NA,"","","tro-27500634",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","meyeri","","","Sond.","tro-27500634","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica minutiflora","Phylica","","minutiflora",NA,NA,"","","tro-27500635",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","minutiflora","","","Sond.","tro-27500635","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica montana","Phylica","","montana",NA,NA,"","","tro-27500636",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","montana","","","Sond.","tro-27500636","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica natalensis","Phylica","","natalensis",NA,NA,"","","tro-27500638",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","natalensis","","","Pillans","tro-27500638","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica nigrita","Phylica","","nigrita",NA,NA,"","","tro-27500640",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","nigrita","","","Sond.","tro-27500640","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica nitida","Phylica","","nitida",NA,NA,"","","tro-27500468",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","nitida","","","Lam.","tro-27500468","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica obtusifolia","Phylica","","obtusifolia",NA,NA,"","","tro-27500643",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","obtusifolia","","","Pillans","tro-27500643","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica odorata","Phylica","","odorata",NA,NA,"","","tro-27500644",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","odorata","","","Schltr.","tro-27500644","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica oleifolia","Phylica","","oleifolia",NA,NA,"","","kew-2544775",TRUE,"1.1","Unresolved","Rhamnaceae","Phylica","","oleifolia","","","Vent.","kew-2544775","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phylica paniculata","Phylica","","paniculata",NA,NA,"","","tro-27500647",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","paniculata","","","Willd.","tro-27500647","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica parviflora","Phylica","","parviflora",NA,NA,"","","tro-27500648",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","parviflora","","","P.J. Bergius","tro-27500648","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica parvula","Phylica","","parvula",NA,NA,"","","tro-27500649",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","parvula","","","Pillans","tro-27500649","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica pauciflora","Phylica","","pauciflora",NA,NA,"","","tro-27500650",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","pauciflora","","","Pillans","tro-27500650","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica pearsonii","Phylica","","pearsonii",NA,NA,"","","tro-27500651",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","pearsonii","","","Pillans","tro-27500651","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica pinea","Phylica","","pinea",NA,NA,"","","tro-27500652",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","pinea","","","Thunb.","tro-27500652","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica plumigera","Phylica","","plumigera",NA,NA,"","","tro-27500660",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","plumigera","","","Pillans","tro-27500660","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica plumosa","Phylica","","plumosa",NA,NA,"","","tro-27500661",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","plumosa","","","L.","tro-27500661","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica polifolia","Phylica","","polifolia",NA,NA,"","","kew-2544761",TRUE,"1.1","Unresolved","Rhamnaceae","Phylica","","polifolia","","","(Vahl) Pillans","kew-2544761","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phylica propinqua","Phylica","","propinqua",NA,NA,"","","tro-27500666",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","propinqua","","","Sond.","tro-27500666","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica pubescens","Phylica","","pubescens",NA,NA,"","","tro-27500667",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","pubescens","","","Aiton","tro-27500667","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica pulchella","Phylica","","pulchella",NA,NA,"","","tro-27500672",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","pulchella","","","Schltr.","tro-27500672","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica purpurea","Phylica","","purpurea",NA,NA,"","","tro-27500673",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","purpurea","","","Sond.","tro-27500673","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica pustulata","Phylica","","pustulata",NA,NA,"","","tro-27500677",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","pustulata","","","Phillips","tro-27500677","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica recurvifolia","Phylica","","recurvifolia",NA,NA,"","","tro-27500678",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","recurvifolia","","","Eckl. & Zeyh.","tro-27500678","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica rigida","Phylica","","rigida",NA,NA,"","","tro-27500682",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","rigida","","","Eckl. & Zeyh.","tro-27500682","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica rogersii","Phylica","","rogersii",NA,NA,"","","tro-27500684",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","rogersii","","","Pillans","tro-27500684","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica rubra","Phylica","","rubra",NA,NA,"","","tro-27500685",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","rubra","","","Willd.","tro-27500685","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica selaginoides","Phylica","","selaginoides",NA,NA,"","","tro-27500688",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","selaginoides","","","Sond.","tro-27500688","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica sericea","Phylica","","sericea",NA,NA,"","","tro-27500689",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","sericea","","","Pillans","tro-27500689","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica spicata","Phylica","","spicata",NA,NA,"","","tro-27500691",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","spicata","","","L. f.","tro-27500691","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica stenantha","Phylica","","stenantha",NA,NA,"","","tro-27500695",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","stenantha","","","Pillans","tro-27500695","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica strigosa","Phylica","","strigosa",NA,NA,"","","tro-27500701",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","strigosa","","","P.J. Bergius","tro-27500701","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica thodei","Phylica","","thodei",NA,NA,"","","tro-27500710",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","thodei","","","Phillips","tro-27500710","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica thunbergiana","Phylica","","thunbergiana",NA,NA,"","","tro-27500711",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","thunbergiana","","","Sond.","tro-27500711","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica trachyphylla","Phylica","","trachyphylla",NA,NA,"","","tro-27500713",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","trachyphylla","","","(Eckl. & Zeyh.) D. Dietr.","tro-27500713","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica tropica","Phylica","","tropica",NA,NA,"","","tro-27501064",TRUE,"1.1","Synonym","Rhamnaceae","Phylica","","emirnensis","","","(Tul.) Pillans","tro-27500438","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica villosa","Phylica","","villosa",NA,NA,"","","tro-27500516",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","villosa","","","Thunb.","tro-27500516","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica virgata","Phylica","","virgata",NA,NA,"","","tro-27500724",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","virgata","","","(Eckl. & Zeyh.) D. Dietr.","tro-27500724","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica vulgaris","Phylica","","vulgaris",NA,NA,"","","tro-27500725",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","vulgaris","","","Pillans","tro-27500725","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica willdenowiana","Phylica","","willdenowiana",NA,NA,"","","tro-27500729",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","willdenowiana","","","Eckl. & Zeyh.","tro-27500729","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica wittebergensis","Phylica","","wittebergensis",NA,NA,"","","tro-27500730",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","wittebergensis","","","Pillans","tro-27500730","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllacanthus grisebachianus","Phyllacanthus","","grisebachianus",NA,NA,"","","kew-153241",TRUE,"1.1","Accepted","Rubiaceae","Phyllacanthus","","grisebachianus","","","Hook.f.","kew-153241","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllachne clavigera","Phyllachne","","clavigera",NA,NA,"","","kew-2551696",TRUE,"1.1","Unresolved","Stylidiaceae","Phyllachne","","clavigera","","","F.Muell.","kew-2551696","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllachne colensoi","Phyllachne","","colensoi",NA,NA,"","","kew-2551697",TRUE,"1.1","Unresolved","Stylidiaceae","Phyllachne","","colensoi","","","Berggr.","kew-2551697","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllachne rubra","Phyllachne","","rubra",NA,NA,"","","kew-2551698",TRUE,"1.1","Unresolved","Stylidiaceae","Phyllachne","","rubra","","","Cheeseman","kew-2551698","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllachne uliginosa","Phyllachne","","uliginosa",NA,NA,"","","tro-30700113",TRUE,"1.1","Accepted","Stylidiaceae","Phyllachne","","uliginosa","","","J.R. Forst. & G. Forst.","tro-30700113","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllagathis fengii","Phyllagathis","","fengii",NA,NA,"","","tro-50117032",TRUE,"1.1","Accepted","Melastomataceae","Phyllagathis","","fengii","","","C. Hansen","tro-50117032","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllagathis gymnantha","Phyllagathis","","gymnantha",NA,NA,"","","ifn-79329",TRUE,"1.1","Unresolved","Melastomataceae","Phyllagathis","","gymnantha","","","Korth.","ifn-79329","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllagathis hispidissima","Phyllagathis","","hispidissima",NA,NA,"","","tro-20305255",TRUE,"1.1","Accepted","Melastomataceae","Phyllagathis","","hispidissima","","","(C. Chen) C. Chen","tro-20305255","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllagathis nudipes","Phyllagathis","","nudipes",NA,NA,"","","tro-20305256",TRUE,"1.1","Synonym","Melastomataceae","Phyllagathis","","oligotricha","","","Merr.","tro-20305258","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllangium paradoxum","Phyllangium","","paradoxum",NA,NA,"","","kew-2537492",TRUE,"1.1","Unresolved","Loganiaceae","Phyllangium","","paradoxum","","","(R.Br.) Dunlop","kew-2537492","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllangium sulcatum","Phyllangium","","sulcatum",NA,NA,"","","kew-2537491",TRUE,"1.1","Unresolved","Loganiaceae","Phyllangium","","sulcatum","","","Dunlop","kew-2537491","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthaceae environmental","Phyllanthaceae","","environmental",NA,NA,"","","",FALSE,"1.1","","","Phyllanthaceae","","environmental",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthera grayi","Phyllanthera","","grayi",NA,NA,"","","tro-100373682",TRUE,"1.1","Accepted","Apocynaceae","Phyllanthera","","grayi","","","(P.I. Forst.) Venter","tro-100373682","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthodendron anthopotamicum","Phyllanthodendron","","anthopotamicum",NA,NA,"","","kew-153248",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","anthopotamicus","","","Hand.-Mazz.","kew-153354","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus abnormis","Phyllanthus","","abnormis",NA,NA,"","","kew-153272",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","abnormis","","","Baill.","kew-153272","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus acidus","Phyllanthus","","acidus",NA,NA,"","","kew-153279",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","acidus","","","(L.) Skeels","kew-153279","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus acuminatus","Phyllanthus","","acuminatus",NA,NA,"","","kew-153283",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","acuminatus","","","Vahl","kew-153283","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus acutissimus","Phyllanthus","","acutissimus",NA,NA,"","","kew-153285",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","acutissimus","","","Miq.","kew-153285","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus aeneus","Phyllanthus","","aeneus",NA,NA,"","","kew-153292",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","aeneus","","","Baill.","kew-153292","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus airy","Phyllanthus","","airy",NA,NA,"","","kew-154174",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","debilis","","","Klein ex Willd.","kew-153708","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Phyllanthus amarus","Phyllanthus","","amarus",NA,NA,"","","kew-153315",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","amarus","","","Schumach. & Thonn.","kew-153315","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus andalangiensis","Phyllanthus","","andalangiensis",NA,NA,"","","kew-153331",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","andalangiensis","","","Leandri","kew-153331","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus angkorensis","Phyllanthus","","angkorensis",NA,NA,"","","kew-153340",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","angkorensis","","","Beille","kew-153340","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus angustifolius","Phyllanthus","","angustifolius",NA,NA,"","","kew-153344",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","angustifolius","","","(Sw.) Sw.","kew-153344","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus arenarius","Phyllanthus","","arenarius",NA,NA,"","","kew-153378",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","arenarius","","","Beille","kew-153378","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus assamicus","Phyllanthus","","assamicus",NA,NA,"","","kew-153394",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","ellipticum","","","Wight","kew-90420","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus betsileanus","Phyllanthus","","betsileanus",NA,NA,"","","kew-153446",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","betsileanus","","","Leandri","kew-153446","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus bourgeoisii","Phyllanthus","","bourgeoisii",NA,NA,"","","kew-153478",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","bourgeoisii","","","Baill.","kew-153478","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus brothersonii","Phyllanthus","","brothersonii",NA,NA,"","","kew-467993",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","brothersonii","","","(J.Florence) W.L.Wagner & Lorence","kew-467993","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus calycinus","Phyllanthus","","calycinus",NA,NA,"","","kew-153515",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","calycinus","","","Labill.","kew-153515","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus caroliniensis","Phyllanthus","","caroliniensis",NA,NA,"","","kew-153533",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","caroliniensis","","","Walter","kew-153533","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus casticum","Phyllanthus","","casticum",NA,NA,"","","kew-153543",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","casticum","","","P.Willemet","kew-153543","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus caudatus","Phyllanthus","","caudatus",NA,NA,"","","kew-153564",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","caudatus","","","Müll.Arg.","kew-153564","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus chacoensis","Phyllanthus","","chacoensis",NA,NA,"","","kew-153578",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","chacoensis","","","Morong","kew-153578","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus chamaecerasus","Phyllanthus","","chamaecerasus",NA,NA,"","","kew-153579",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","chamaecerasus","","","Baill.","kew-153579","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus chamaecristoides","Phyllanthus","","chamaecristoides",NA,NA,"","","kew-153587",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","chamaecristoides","","","Urb.","kew-153587","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus chrysanthus","Phyllanthus","","chrysanthus",NA,NA,"","","kew-153606",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","chrysanthus","","","Baill.","kew-153606","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus chryseus","Phyllanthus","","chryseus",NA,NA,"","","kew-153610",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","chryseus","","","Howard","kew-153610","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus ciccoides","Phyllanthus","","ciccoides",NA,NA,"","","kew-153614",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","ciccoides","","","Müll.Arg.","kew-153614","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus cinereus","Phyllanthus","","cinereus",NA,NA,"","","kew-153623",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","cinereus","","","Müll.Arg.","kew-153623","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus clamboides","Phyllanthus","","clamboides",NA,NA,"","","kew-153626",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","clamboides","","","(F.Muell.) Diels","kew-153626","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus clarkei","Phyllanthus","","clarkei",NA,NA,"","","kew-153627",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","clarkei","","","Hook.f.","kew-153627","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus claussenii","Phyllanthus","","claussenii",NA,NA,"","","kew-153628",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","claussenii","","","Müll.Arg.","kew-153628","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus cochinchinensis","Phyllanthus","","cochinchinensis",NA,NA,"","","kew-153634",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","cochinchinensis","","","Spreng.","kew-153634","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus collinsiae","Phyllanthus","","collinsiae",NA,NA,"","","kew-153637",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","collinsiae","","","Craib","kew-153637","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus columnaris","Phyllanthus","","columnaris",NA,NA,"","","kew-153642",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","columnaris","","","Müll.Arg.","kew-153642","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus comosus","Phyllanthus","","comosus",NA,NA,"","","kew-153647",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","comosus","","","Urb.","kew-153647","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus concolor","Phyllanthus","","concolor",NA,NA,"","","kew-153655",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","concolor","","","Müll.Arg.","kew-90378","Accepted",FALSE,FALSE,FALSE,2017-05-11
